beta,TRAIN_loss,TRAIN_loss_recon,TRAIN_loss_kl,epoch,step,VAL_loss,VAL_loss_recon,VAL_loss_kl
0.0,186.18529172558016,186.18529172558016,101.60135086250165,5,4499,,,
0.0,,,,5,4505,199.65125173704965,199.65125173704965,116.5891493034363
0.0,275.99685936073746,275.99685936073746,111.91155681085824,6,4549,,,
0.0,126.63874080538613,126.63874080538613,68.3839422669833,6,4599,,,
0.0,150.97461424266362,150.97461424266362,76.10761159823592,6,4649,,,
0.0,230.57524447128645,230.57524447128645,178.77459127668266,6,4699,,,
0.0,119.84470050435812,119.84470050435812,80.96554626480139,6,4749,,,
0.0,109.54605573396763,109.54605573396763,61.791292110802175,6,4799,,,
0.0,209.20708622624005,209.20708622624005,83.62109296950055,6,4849,,,
0.0,99.26014317683283,99.26014317683283,73.98575271226264,6,4899,,,
0.0,257.9953788557472,257.9953788557472,199.1029173305999,6,4949,,,
0.0,189.47661787197916,189.47661787197916,114.29415679210925,6,4999,,,
0.0,118.92586586394617,118.92586586394617,78.41271919260754,6,5049,,,
0.0,221.32810875913873,221.32810875913873,171.61083275848418,6,5099,,,
0.0,218.81649797061607,218.81649797061607,93.5738651473776,6,5149,,,
0.0,220.75614971318072,220.75614971318072,187.3861742108208,6,5199,,,
0.0,206.34424415290314,206.34424415290314,111.3240543174482,6,5249,,,
0.0,,,,6,5256,188.22988364083434,188.22988364083434,122.53445686612811
0.0,130.90863865666893,130.90863865666893,94.81660727850809,7,5299,,,
0.0,134.38637894545602,134.38637894545602,85.92169267639929,7,5349,,,
0.0,197.78409127053976,197.78409127053976,114.74348111062584,7,5399,,,
0.0,96.0173722612917,96.0173722612917,82.94728854800171,7,5449,,,
0.0,593.1614966047455,593.1614966047455,543.9450188564729,7,5499,,,
0.0,148.9671430315362,148.9671430315362,93.2369908011512,7,5549,,,
0.0,83.41618294909595,83.41618294909595,67.54862902583838,7,5599,,,
0.0,189.6781883202362,189.6781883202362,114.964307274033,7,5649,,,
0.0,127.83566604481226,127.83566604481226,98.94262941549056,7,5699,,,
0.0,105.56476338007059,105.56476338007059,80.90631293771489,7,5749,,,
0.0,174.94525595319112,174.94525595319112,162.866510369147,7,5799,,,
0.0,162.4353242231218,162.4353242231218,103.39206715276175,7,5849,,,
0.0,116.27452507024074,116.27452507024074,88.88747778197464,7,5899,,,
0.0,218.69801965081845,218.69801965081845,94.93210155571188,7,5949,,,
0.0,118.05008995056757,118.05008995056757,105.45525870599411,7,5999,,,
0.0,,,,7,6007,178.1584951291766,178.1584951291766,127.17963127136234
0.0,124.72139833076375,124.72139833076375,83.7314110942288,8,6049,,,
0.0,255.4514866848944,255.4514866848944,243.02550356981558,8,6099,,,
0.0,247.52915092058498,247.52915092058498,140.06098180021982,8,6149,,,
0.0,131.5835494387511,131.5835494387511,92.02770495603417,8,6199,,,
0.0,156.63939125667434,156.63939125667434,87.95745731866774,8,6249,,,
0.0,281.1013905829816,281.1013905829816,117.77425704279617,8,6299,,,
0.0,133.12418193734624,133.12418193734624,79.92156546325941,8,6349,,,
0.0,112.04088252955026,112.04088252955026,81.28223037659349,8,6399,,,
0.0,123.82259314467512,123.82259314467512,127.88172978838625,8,6449,,,
0.0,161.26698695674685,161.26698695674685,146.59806562471806,8,6499,,,
0.0,172.0355484116967,172.0355484116967,129.68370624723173,8,6549,,,
0.0,295.98816455301886,295.98816455301886,172.5751877540499,8,6599,,,
0.0,98.27155656345639,98.27155656345639,67.13036512790683,8,6649,,,
0.0,158.27743558902787,158.27743558902787,105.59301099492438,8,6699,,,
0.0,105.5227676150793,105.5227676150793,79.81280485052366,8,6749,,,
0.0,,,,8,6758,167.93725988796777,167.93725988796777,130.96721127101358
0.0,161.34747209010578,161.34747209010578,170.95407658956645,9,6799,,,
0.0,193.61601062805653,193.61601062805653,121.73223362107863,9,6849,,,
0.0,693.4002095522653,693.4002095522653,211.2208829863056,9,6899,,,
0.0,140.8729399773772,140.8729399773772,82.22485406640538,9,6949,,,
0.0,126.94049672564714,126.94049672564714,83.54655047455229,9,6999,,,
0.0,186.00792684392033,186.00792684392033,146.05172658722853,9,7049,,,
0.0,172.45422006249618,172.45422006249618,113.15826682588579,9,7099,,,
0.0,181.89307058342803,181.89307058342803,135.39910022502738,9,7149,,,
0.0,133.84757928629898,133.84757928629898,95.41309496237656,9,7199,,,
0.0,125.62101992924305,125.62101992924305,98.89350770673786,9,7249,,,
0.0,166.0586171748556,166.0586171748556,111.9912719525503,9,7299,,,
0.0,118.92103762512433,118.92103762512433,102.04423515180552,9,7349,,,
0.0,148.2350836238819,148.2350836238819,128.68532969663073,9,7399,,,
0.0,140.40333614915411,140.40333614915411,121.95137280219339,9,7449,,,
0.0,258.144026294056,258.144026294056,139.31516711007723,9,7499,,,
0.0,,,,9,7509,158.62427439008437,158.62427439008437,135.34804032461983
0.0,82.58464634813714,82.58464634813714,94.7280949261114,10,7549,,,
0.0,179.87348827800005,179.87348827800005,127.42278682995135,10,7599,,,
0.0,103.93099217205042,103.93099217205042,91.38702123739982,10,7649,,,
0.0,166.89140737713095,166.89140737713095,205.06433340761748,10,7699,,,
0.0,103.13972808760005,103.13972808760005,95.74061915938131,10,7749,,,
0.0,131.60389440893135,131.60389440893135,97.22386415909648,10,7799,,,
0.0,86.51528498850959,86.51528498850959,71.59594808961691,10,7849,,,
0.0,104.7030114816515,104.7030114816515,93.6079786976493,10,7899,,,
0.0,130.76047942172733,130.76047942172733,121.84205066794219,10,7949,,,
0.0,93.07895356258587,93.07895356258587,79.5557168486099,10,7999,,,
0.0,230.05283628400144,230.05283628400144,135.1784916587629,10,8049,,,
0.0,119.94675259718454,119.94675259718454,79.79089052139537,10,8099,,,
0.0,144.3305689711378,144.3305689711378,110.54269235363815,10,8149,,,
0.0,104.46059593418246,104.46059593418246,92.68453861371216,10,8199,,,
0.0,98.20894896956679,98.20894896956679,87.33616029657468,10,8249,,,
0.0,,,,10,8260,156.76090662138802,156.76090662138802,137.51002004350931
0.0,138.4531900590591,138.4531900590591,142.62832175562048,11,8299,,,
0.0,128.10103736551198,128.10103736551198,120.65971519604658,11,8349,,,
0.0,142.90808144560643,142.90808144560643,150.5418557155078,11,8399,,,
0.0,362.7643457237724,362.7643457237724,193.79989532454806,11,8449,,,
0.0,255.72144749199552,255.72144749199552,201.21288900555493,11,8499,,,
0.0,94.4236469665333,94.4236469665333,110.41152213649985,11,8549,,,
0.0,194.40000388531462,194.40000388531462,171.1756931141508,11,8599,,,
0.0,97.10491770322382,97.10491770322382,82.17327459792592,11,8649,,,
0.0,102.90464689360022,102.90464689360022,114.31948026402712,11,8699,,,
0.0,81.47162330297778,81.47162330297778,84.41226977331925,11,8749,,,
0.0,142.76972804456946,142.76972804456946,171.64398658446927,11,8799,,,
0.0,91.52893337926194,91.52893337926194,80.07342288252849,11,8849,,,
0.0,108.89084365855193,108.89084365855193,134.26332087068477,11,8899,,,
0.0,155.13819237715887,155.13819237715887,135.56179954281862,11,8949,,,
0.0,100.2475661894887,100.2475661894887,113.58979544563614,11,8999,,,
0.0,,,,11,9011,143.16566424369807,143.16566424369807,140.33001675469532
0.0,87.44407542352374,87.44407542352374,80.7860118187416,12,9049,,,
0.0,94.38696812728016,94.38696812728016,113.13541114734073,12,9099,,,
0.0,107.00514077557608,107.00514077557608,129.3003207535284,12,9149,,,
0.0,223.10485881856945,223.10485881856945,212.9642127841387,12,9199,,,
0.0,91.55090718494259,91.55090718494259,124.6209649189044,12,9249,,,
0.0,81.4507275702519,81.4507275702519,95.40843620755143,12,9299,,,
0.0,112.91406226724189,112.91406226724189,117.42908184912508,12,9349,,,
0.0,101.48897009819159,101.48897009819159,94.22049627947106,12,9399,,,
0.0,157.169274933353,157.169274933353,107.03364334174876,12,9449,,,
0.0,198.3907602038277,198.3907602038277,159.62528681106505,12,9499,,,
0.0,168.2634518352606,168.2634518352606,165.44351901180877,12,9549,,,
0.0,96.45327144054042,96.45327144054042,108.06655497664174,12,9599,,,
0.0,125.00516289616104,125.00516289616104,147.95641095251102,12,9649,,,
0.0,113.89770326022673,113.89770326022673,101.55978412654338,12,9699,,,
0.0,294.672075321021,294.672075321021,358.4333133508124,12,9749,,,
0.0,,,,12,9762,141.13089919362747,141.13089919362747,141.64493838991433
0.0,279.61336461137944,279.61336461137944,169.18233090175585,13,9799,,,
0.0,87.4302062047538,87.4302062047538,102.4136798010127,13,9849,,,
0.0,166.37135298649343,166.37135298649343,209.93763478440022,13,9899,,,
0.0,134.44859190274985,134.44859190274985,137.95296704890143,13,9949,,,
0.0,104.63210557895056,104.63210557895056,115.80940815554374,13,9999,,,
0.0,168.06364368208477,168.06364368208477,201.98793871802997,13,10049,,,
0.0,132.39663180736872,132.39663180736872,137.8261428511393,13,10099,,,
0.0,95.85028630599098,95.85028630599098,104.11200301472343,13,10149,,,
0.0,113.88791900470537,113.88791900470537,168.94440655931209,13,10199,,,
0.0,77.93539229779729,77.93539229779729,96.31588749521781,13,10249,,,
0.0,127.66248640241761,127.66248640241761,118.51172095903857,13,10299,,,
0.0,108.68300985787329,108.68300985787329,100.16766071074042,13,10349,,,
0.0,99.97466727696833,99.97466727696833,108.79715817586222,13,10399,,,
0.0,156.2809888162479,156.2809888162479,135.63404723412253,13,10449,,,
0.0,113.85263991951629,113.85263991951629,104.30297412482875,13,10499,,,
0.0,,,,13,10513,139.18167181559969,139.18167181559969,144.93306597028462
0.0,78.57417488228461,78.57417488228461,87.65896710841304,14,10549,,,
0.0,88.9689320688297,88.9689320688297,110.67297586241995,14,10599,,,
0.0,63.975272563269364,63.975272563269364,80.23368946426439,14,10649,,,
0.0,110.8697470848075,110.8697470848075,108.38473615677559,14,10699,,,
0.0,110.72559949496608,110.72559949496608,177.47058865930686,14,10749,,,
0.0,142.0172420073627,142.0172420073627,244.675261760797,14,10799,,,
0.0,202.3175075424086,202.3175075424086,368.2401450592794,14,10849,,,
0.0,115.80313374193406,115.80313374193406,126.36276247019102,14,10899,,,
0.0,97.02305524039522,97.02305524039522,81.57292504832378,14,10949,,,
0.0,95.52071778383062,95.52071778383062,97.27458847080516,14,10999,,,
0.0,158.57734562063868,158.57734562063868,142.9486399814702,14,11049,,,
0.0,69.69756146919329,69.69756146919329,87.06045673821589,14,11099,,,
0.0,105.38371034772939,105.38371034772939,131.60758932930162,14,11149,,,
0.0,98.67212951146841,98.67212951146841,132.35585029487737,14,11199,,,
0.0,96.66258459957112,96.66258459957112,83.0521870532292,14,11249,,,
0.0,,,,14,11264,140.4710401044573,140.4710401044573,146.3258580453055
0.0,96.11175133487376,96.11175133487376,108.04110868322556,15,11299,,,
0.0,158.39337219286784,158.39337219286784,171.04833761669857,15,11349,,,
0.0,84.41702511709829,84.41702511709829,111.14148088551605,15,11399,,,
0.0,127.91062094678958,127.91062094678958,134.76238837957106,15,11449,,,
0.0,108.19053397087579,108.19053397087579,145.03695409192534,15,11499,,,
0.0,88.46061069745737,88.46061069745737,96.6372031621922,15,11549,,,
0.0,98.9412765656995,98.9412765656995,100.11635372223853,15,11599,,,
0.0,89.72011766089057,89.72011766089057,106.96899837372337,15,11649,,,
0.0,107.97688851317764,107.97688851317764,110.72253844716121,15,11699,,,
0.0,154.90793827355154,154.90793827355154,197.52546969231918,15,11749,,,
0.0,81.4234312175736,81.4234312175736,99.9882605704726,15,11799,,,
0.0,85.4728288176141,85.4728288176141,96.86551527174463,15,11849,,,
0.0,93.18446067493275,93.18446067493275,89.28182207222062,15,11899,,,
0.0,96.52618546265018,96.52618546265018,142.41428426040358,15,11949,,,
0.0,288.9820214371472,288.9820214371472,330.4351095508521,15,11999,,,
0.0,,,,15,12015,130.65097437586104,130.65097437586104,151.864151725769
0.0,118.15032595346358,118.15032595346358,151.88895997490903,16,12049,,,
0.0,232.4323805364889,232.4323805364889,219.55351170254772,16,12099,,,
0.0,110.68956589168471,110.68956589168471,115.62512247587316,16,12149,,,
0.0,147.65000353066293,147.65000353066293,151.50228477507008,16,12199,,,
0.0,78.20728059247713,78.20728059247713,103.82004035608772,16,12249,,,
0.0,108.79444957498485,108.79444957498485,96.74569975706147,16,12299,,,
0.0,83.47315713429207,83.47315713429207,97.40032697971253,16,12349,,,
0.0,72.08464830352673,72.08464830352673,86.96067128229257,16,12399,,,
0.0,149.05583200028036,149.05583200028036,201.99514831580402,16,12449,,,
0.0,117.03891348982205,117.03891348982205,123.87371565915493,16,12499,,,
0.0,191.48089258108035,191.48089258108035,176.64307953968475,16,12549,,,
0.0,105.9690907854489,105.9690907854489,120.83699062110327,16,12599,,,
0.0,104.0545574294951,104.0545574294951,101.39273334944741,16,12649,,,
0.0,88.5312499227712,88.5312499227712,117.5390264320917,16,12699,,,
0.0,78.64871115153684,78.64871115153684,94.07131264553652,16,12749,,,
0.0,,,,16,12766,118.04194788932801,118.04194788932801,151.1891013281686
0.0,187.46010562045998,187.46010562045998,295.0079366921046,17,12799,,,
0.0,76.83067457291274,76.83067457291274,98.49277754479023,17,12849,,,
0.0,98.47000703134907,98.47000703134907,103.35064391003036,17,12899,,,
0.0,111.49036707756854,111.49036707756854,121.79708288864357,17,12949,,,
0.0,136.06876945460385,136.06876945460385,120.59134714090965,17,12999,,,
0.0,110.88427284251188,110.88427284251188,108.44314140584683,17,13049,,,
0.0,77.84639107715333,77.84639107715333,83.48549863978934,17,13099,,,
0.0,96.31885606423705,96.31885606423705,122.29017590531522,17,13149,,,
0.0,122.08517098837896,122.08517098837896,131.89630253727307,17,13199,,,
0.0,120.85246794320139,120.85246794320139,121.11863433968307,17,13249,,,
0.0,82.46712793395704,82.46712793395704,109.45137945895485,17,13299,,,
0.0,97.03458057527642,97.03458057527642,96.68747438829485,17,13349,,,
0.0,83.97237375766477,83.97237375766477,89.24291014229055,17,13399,,,
0.0,180.29616299090134,180.29616299090134,172.39802693015503,17,13449,,,
0.0,135.35692862945606,135.35692862945606,171.41253551524613,17,13499,,,
0.0,,,,17,13517,120.6092790208544,120.6092790208544,154.27342982155938
0.0,100.25810163870158,100.25810163870158,235.18562829781524,18,13549,,,
0.0,221.8912135355858,221.8912135355858,539.3387140092713,18,13599,,,
0.0,79.27116597176001,79.27116597176001,84.86250026304788,18,13649,,,
0.0,131.08399390782864,131.08399390782864,304.51785129677137,18,13699,,,
0.0,130.99488141042366,130.99488141042366,178.59101375482425,18,13749,,,
0.0,101.48916206722636,101.48916206722636,134.22875145439912,18,13799,,,
0.0,69.35694723252043,69.35694723252043,100.14585264155014,18,13849,,,
0.0,68.68642345060965,68.68642345060965,85.4227792988224,18,13899,,,
0.0,93.56911995813189,93.56911995813189,109.09163069665163,18,13949,,,
0.0,124.81758835656589,124.81758835656589,135.79604177894606,18,13999,,,
0.0,130.81546283484235,130.81546283484235,161.79564120956923,18,14049,,,
0.0,71.80523634586352,71.80523634586352,89.93071536838701,18,14099,,,
0.0,69.71050191082583,69.71050191082583,86.28653357450352,18,14149,,,
0.0,99.43029429010669,99.43029429010669,147.22211126138532,18,14199,,,
0.0,72.77557387264945,72.77557387264945,85.56704281958596,18,14249,,,
0.0,,,,18,14268,114.68381449018204,114.68381449018204,156.47980822971888
0.0,107.21643134864107,107.21643134864107,114.60807052961292,19,14299,,,
0.0,97.7771457543111,97.7771457543111,124.91981972526042,19,14349,,,
0.0,73.58948141798712,73.58948141798712,107.86576189417698,19,14399,,,
0.0,68.84976691638693,68.84976691638693,94.22522587425487,19,14449,,,
0.0,87.9857789769937,87.9857789769937,94.73596819517067,19,14499,,,
0.0,93.13541857046809,93.13541857046809,104.15503623453615,19,14549,,,
0.0,75.49411555459585,75.49411555459585,104.6437652196237,19,14599,,,
0.0,129.3537960975573,129.3537960975573,171.02245008463194,19,14649,,,
0.0,72.39003471122633,72.39003471122633,89.42239272769801,19,14699,,,
0.0,93.11980881633119,93.11980881633119,135.63946878782014,19,14749,,,
0.0,141.23717813139615,141.23717813139615,162.89690179940553,19,14799,,,
0.0,86.93752118272471,86.93752118272471,119.03979368349717,19,14849,,,
0.0,246.83780623518794,246.83780623518794,475.7101497324306,19,14899,,,
0.0,112.27114527659967,112.27114527659967,131.7650450395031,19,14949,,,
0.0,467.7659237257876,467.7659237257876,1100.4454506306831,19,14999,,,
0.0,,,,19,15019,116.15162977218628,116.15162977218628,156.91293827601845
0.0,110.7911837573241,110.7911837573241,161.72139150366525,20,15049,,,
0.0,132.00643618797923,132.00643618797923,138.44614118095237,20,15099,,,
0.0,188.04576802781025,188.04576802781025,299.3945333416633,20,15149,,,
0.0,80.05226331326709,80.05226331326709,116.89739000063426,20,15199,,,
0.0,77.2870718865527,77.2870718865527,124.25787930441794,20,15249,,,
0.0,168.79010564501783,168.79010564501783,218.7406862798894,20,15299,,,
0.0,90.75729157048161,90.75729157048161,147.91902558742424,20,15349,,,
0.0,67.2295659728401,67.2295659728401,83.42007443221848,20,15399,,,
0.0,201.89347931483607,201.89347931483607,194.73953019671768,20,15449,,,
0.0,83.6383478184799,83.6383478184799,121.9239478254263,20,15499,,,
0.0,125.81802775830148,125.81802775830148,320.85143483385224,20,15549,,,
0.0,71.54074411762029,71.54074411762029,100.00842964962916,20,15599,,,
0.0,103.75685637154459,103.75685637154459,171.4050301062453,20,15649,,,
0.0,444.5701192380809,444.5701192380809,599.2134253563379,20,15699,,,
0.0,71.41292924842239,71.41292924842239,84.37957314310842,20,15749,,,
0.0,,,,20,15770,107.93963490690506,107.93963490690506,158.94918072291784
0.0,89.4802605118268,89.4802605118268,156.358715240943,21,15799,,,
0.0,117.30105198186145,117.30105198186145,139.87237971856194,21,15849,,,
0.0,163.3096326855475,163.3096326855475,250.3918980973902,21,15899,,,
0.0,76.2194286650591,76.2194286650591,104.97269255553695,21,15949,,,
0.0,417.64856391736464,417.64856391736464,986.271363579252,21,15999,,,
0.0,69.03905515436811,69.03905515436811,100.32504944937685,21,16049,,,
0.0,79.4727793350091,79.4727793350091,108.57380824826168,21,16099,,,
0.0,153.51933612351024,153.51933612351024,386.41894680561364,21,16149,,,
0.0,121.89217598307192,121.89217598307192,156.37350435163373,21,16199,,,
0.0,245.596845559776,245.596845559776,235.45157069012726,21,16249,,,
0.0,91.76048043300247,91.76048043300247,102.86018986315042,21,16299,,,
0.0,111.30652704893492,111.30652704893492,177.2271552407592,21,16349,,,
0.0,72.74302333474247,72.74302333474247,101.57678910147054,21,16399,,,
0.0,85.1528632804665,85.1528632804665,115.93328645065564,21,16449,,,
0.0,94.14695618202683,94.14695618202683,132.13733029852088,21,16499,,,
0.0,,,,21,16521,103.60524088655197,103.60524088655197,159.31918734414242
0.0,68.56325790702738,68.56325790702738,91.92818412241384,22,16549,,,
0.0,167.70631254492423,167.70631254492423,221.10404342048793,22,16599,,,
0.0,138.45528981104246,138.45528981104246,224.9696390109512,22,16649,,,
0.0,118.24239910176954,118.24239910176954,253.29382267263958,22,16699,,,
0.0,239.8866127444305,239.8866127444305,280.9640094180669,22,16749,,,
0.0,157.75353178404876,157.75353178404876,295.7769063777507,22,16799,,,
0.0,81.2558466021542,81.2558466021542,120.7924535632599,22,16849,,,
0.0,215.00103809159052,215.00103809159052,571.3634760505126,22,16899,,,
0.0,70.003104486392,70.003104486392,114.11436872449093,22,16949,,,
0.0,160.16406501272604,160.16406501272604,217.3120986602371,22,16999,,,
0.0,63.46123953889767,63.46123953889767,99.40217548067262,22,17049,,,
0.0,88.41986297296677,88.41986297296677,108.49625711015373,22,17099,,,
0.0,90.89421581161844,90.89421581161844,147.58360587809676,22,17149,,,
0.0,107.26655847708032,107.26655847708032,176.231585693299,22,17199,,,
0.0,86.02958568097218,86.02958568097218,106.95373417593777,22,17249,,,
0.0,,,,22,17272,101.38561956814357,101.38561956814357,160.69726257324223
0.0,72.89635491420967,72.89635491420967,122.92117401246622,23,17299,,,
0.0,119.47532938485207,119.47532938485207,127.63309265505832,23,17349,,,
0.0,86.1675264634273,86.1675264634273,160.83008797907107,23,17399,,,
0.0,202.87016475471097,202.87016475471097,350.9234605327894,23,17449,,,
0.0,75.84573126102886,75.84573126102886,135.82035753431862,23,17499,,,
0.0,86.41360921785275,86.41360921785275,117.57317709476494,23,17549,,,
0.0,63.15092120129335,63.15092120129335,90.20157062063191,23,17599,,,
0.0,243.18044379660387,243.18044379660387,183.77884974629114,23,17649,,,
0.0,92.55370246863157,92.55370246863157,186.39136311029026,23,17699,,,
0.0,54.86214127104356,54.86214127104356,90.31299897433712,23,17749,,,
0.0,74.18162356602866,74.18162356602866,119.33962513836197,23,17799,,,
0.0,87.65851644055306,87.65851644055306,164.89936537495566,23,17849,,,
0.0,69.45441231713512,69.45441231713512,100.70360440739955,23,17899,,,
0.0,136.82870511132177,136.82870511132177,189.2537986396322,23,17949,,,
0.0,97.73624516782775,97.73624516782775,153.55400605758712,23,17999,,,
0.0,,,,23,18023,101.10787989752639,101.10787989752639,163.60197329384943
0.0,140.52582466340436,140.52582466340436,296.3247652103947,24,18049,,,
0.0,99.7691812285721,99.7691812285721,112.48820096507309,24,18099,,,
